id,comment,score,polarity,created_at,updated_at
30,"อยากให้ออกข้อสอบปรนัย ทั้งกลางภาคและปลายภาค",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
31,"อาจารย์เก่งจริงอันนี้ยอมรับ  แต่แค่เราไม่สามารถตามความเก่งของอาจารย์ได้เบย ขอโทษด้วยครับ/ค่ะ",80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
32,"บอกว่าข้อเขียนล้วนก่อนสอบตื่นเต้นดีครับ แต่ไม่อยากตื่นเต้นอีกแล้ว",92.31,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
33,"คาดหวังให้มันจบทุก Layer จริงๆ นะจารย์ 555+
อย่างที่อาจารย์เคยพูด ผมว่ามันโอเครที่จะลองสอนแบบ ไม่ต้องรอมากขนาดนั้นก็ได้ เนื้อหามันสนุกมากครับ อยากเรียนให้จบครบจริงๆ คือพวกผม Sec 3 เก่าตอนปี 1 จะมีคนติวหลักของวิชาอาจารย์โดยเฉพาะอยู่แล้ว อารมณ์แบบนักศึกษาแพทย์นั่งอ่านช่วยเหลือกันก่อนสอบ เนื้อหาเดี๋ยวให้เป็นหน้าที่พวกผมสอนๆ กันเอง ก็ได้ครับ รุ่นน้องรุ่นนี้ก็มีบางส่วนทักรุ่นพวกผมอยู่หลายคน น้องเค้าไม่เข้าใจตรงไหนเค้าทักมาตลอดครับ ผมว่ามันทำได้ น่าจะมีช่องทางติดต่ออาจารย์ทางไลน์ก็ดีนะครับ คือว่า ผมค่อนข้างจะเสียเวลาทำความเข้าใจเนื้อหาบางส่วนเอง ถ้าถามตรงๆ อาจจะทำเนื้อหาต่างๆ ทันก่อนสอบ",87.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
34,"จารย์สอนดีแล้วค่ะ ทำให้เนื้อหาส่วนใหญ่เข้าใจง่ายขี้น ตอนอธิบายเพิ่มอาจารย์ลองเขียนใส่สักอย่างที่ทั้งห้องจะเห็นชัดไหมค่ะ",85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
35,ขอคะแนนจากลมฟ้าอากาศกลับคืนมา,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
36,"สอนดีนะครับ หมายถึงว่าผู้สอนเข้าใจเนื้อหาในการสอนทั้งหมด แต่สอนได้ไวมากครับ ช่วยลดความเร็วลงหน่อยก็ดีนะครับ",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
37,อยากให้มีการแปลไทยของบทเรียน,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
38,"สอน lap เร็วเกินไปครับ",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
39,อยากให้สอนช้าลงกว่านี้,80,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
40,ไม่รู้เรื่อง,80,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
41,"การประเมินอาจารย์รอบสองนี้บอกเลยคุณพี่ไม่มีแผ่วเลยฮะ โหดแบบเดิมเพิ่มเติมปฏิบัติสนุกไม่หลับ แต่ทุกคนพร้อมใจจูงมือตอนออกจากห้องสอบว่า
 ’ติด F ยกเซคแน่เลยพวกเรา‘",60,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
42,"ปัญหาเพื่อนๆ ไม่ได้อยู่ที่เนื้อหาแลป ปัญหาอยู่ที่เพื่อนๆผม พิมพ์กันช้าครับ เลยไม่ทันเนื้อหาแลปกันเยอะ เลยปล่อยวิชานี้กัน ลองพิมพ์คำสั่งนึงแล้วหยุดสักนิดนึงอธิบายหน่อยว่าผลที่ควรจะออกมาเป็นอะไรแล้วค่อยกด Enter เพื่อโชว์ผลลัพธ์ก็ได้ครับ เปิดแชร์จอก็ดีครับบางคนมองไม่เห็นอันนี้ก็ปัญหาหลัก โดยรวมถือว่าดีมากครับ

 ขอโทดแทนเพื่อนผมด้วยนะครับ 555+ ปลายทาง = Destiny โชคชะตา อยู่คนละห้องกันแต่เพื่อนมาเล่าหลายๆ อย่างให้ฟังครับ",95.05,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
43,"สอนช้ากว่านี้หน่อยก็ดีค่ะ เล็งมองคำสั่งไม่ทันไม่เห็นค่ะ",85.71,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
44,"มองจอ projector ไม่ชัด เพ่งแล้วปวดตา พอพิมผิดพิมตามต่อไม่ทัน และไม่กล้าขัดจังหวะการสอน ขอให้อาจารย์เปิด gg meet แล้วแต่อาจารย์กล่าวผมจะสอนแค่นี้คับ(ไม่เปิด)",99.69,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
45,"อาจารย์สอนดีมากครับ แต่วิชายากมาครับ",62.5,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
46,ควรมีสอบกลางภาค,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
47,"อาจารย์ใจดี ค่ะ สอนเข้าใจ น่าจะให้สอนทุกวิชาสาขาเลย ค่ะ",80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
48,ช่วยทำโครงงานจนเสร็จได้ครับ,66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
49,ดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
50,"อาจารย์สอนดีครับ แต่ผมไม่เข้าใจเอง",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
51,ขอบคุณครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
52,"อาจารย์สอนดีมกครับ เข้าใจได้ง่าย สามารถนำไปใช้ในชีวิตจริงได้",92.31,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
53,"อาจารย์สอนดีมากเลยค่ะ ใจดีกับนักศึกษาทุกคนให้คำปรึกษาได้ดี",95.24,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
54,ชอบการสอนของอาจารย์มากๆเลยค่ะ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
55,อาจารย์ใจดีมากๆครับ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
56,ดี,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
57,"อาจารย์น่ารัก และ สอนเป็นกันเองมากครับ",88.89,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
58,"อาจารย์สอนดีมากครับ เข้าใจง่าย มีคะแนนเก็บค่อยช่วยเหลือ ชอบเรียนกับอาจารย์มากครับ",98.36,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
59,อาจารย์ผู้สอนเอาใจใส่กับผู้เรียนได้ดีมาก,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
60,สอนดีแล้วครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
61,"อาจารย์เอาใจใส่นักศึกษามากๆ ให้โอกาสถามและตอบได้ดี สุดยอดมากครับบบ",97.96,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
62,อาจารย์สอนดีเข้าใจง่ายค่ะ,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
63,ดี,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
64,"ทุกอย่าง Perfect",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
65,"อาจารย์ให้ความช่วยเหลือดีมาก ๆ",90.91,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
66,"อาจารย์สอนดีมากเลยครับ ^^",93.75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
67,อยากให้ตอนปฎิบัติลดความเร็วลงหน่อยครับพิมพ์ตามไม่ค่อยจะทัน,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
68,สอนดีอธิบายเกี่ยวกับวิชาที่เรียนให้เข้าใจง่ายมากขึ้น,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
69,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
70,ดีมาก,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
71,"ผมคิดไปเองรึป่าวแต่เสียงอาจารย์ดูง่วงแปลกๆ 555+ เอ่อ...ผมว่าระบบสุ่มถามตอบมีประสิทธิภาพมากกว่าครับ ไม่ชอบแบบนั่งฟังเฉยๆ เลย แต่ไม่เอาแบบถามตอบให้คะแนนแบบอาจารย์ชนาเนตรนะครับ บางคำถามมันยากง่ายไม่เหมือนกันไม่แฟร์เลย มันทำให้น้อยใจไม่อยากตอบบางที ถามตอบเล่นๆ เช็คว่าหลับป่าวไรงี้ก็ได้ครับ
เนื้อหาโอเคร แต่ผมมาสายบ่อย ไม่เข้าใจเลย 555+ ไม่ได้อ่านสอบวิชานี้เลย มัวแต่เครียดกับวิชาอื่น ขอโทษด้วยครับ",99.88,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
72,ใจดีมากค่ะ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
73,รบกวนครูยกตัวอย่างการเขียนโค้ดให้เข้าใจกว่านี้นิดนึงครับ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
74,ไม่ค่อยเข้าใจเรื่องที่เรียนเท่าไหร่เลยค่ะ,75,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
75,ดีครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
76,"อาจารย์ใจดีและเสนอแนะให้ดีมากๆครับ ขอบคุณครับอาจารย์",85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
77,"ชอบครับ สอนดีมาก อยากให้ปรับปรุงเรื่องการสอนนิดนึง เพราะเข้าใจค่อนข้างยาก สำหรับคนที่ไม่เคยมีประสบการณ์",90.91,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
78,"สอนไม่ค่อยรู้เรื่อง สอนไว",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
79,โดยรวมอาจารย์ผู้สอนมีการเรียนการสอนอยู่ในระดับเกณฑ์ที่ดีค่อนข้างพึงพอใจในการเรียนการสอนครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
80,"อาจารย์ผู้เป็นดุจดั่งแม่ที่คอยดูแลบูกทุกคน เราขอขอบคุณและรู้สึกประทับใจกับทุกๆการสอนของท่านคับ",94.74,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
81,สอนเร็วค่ะ,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
82,สอนเร็วไปนิดครับ,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
83,คอมห้องที่ใช้เรียนช้า,80,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
84,"อาจารย์สอนดีนะคะ แต่ถ้ามีตัวอย่างให้ดูเยอะๆ และแบบฝึกที่มีโจทย์หลากหลายให้นักศึกษาลองทำจะดีมากๆค่ะ ถ้าได้คอมที่เร็วแรงกว่านี้จะดีมากๆๆเลยค่ะ",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
85,ดีคับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
86,ขอบคุณครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
87,"อาจารย์ใจดีมากๆเลยค่ะ ไม่เข้าใจตรงไหนถามได้หมด ตอบไลน์ไวมากๆ ปรึกษาได้ตลอด",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
88,ดีครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
89,"สอนใช้พวก Mongo DB ด้วยก็ดีครับ",66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
90,ดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
91,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
92,"อาจารย์ใจดี ตั้งใจสอนมากค่ะ",80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
93,"อาจารย์ สอนดีครับ",75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
94,อาจารย์สอนเข้าใจง่าย,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
95,อ.ไม่ได้สอนครับ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
96,ไม่เคยได้เรียนกับอาาจารย์คนนี้ครับ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
97,ดี,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
98,เฉยๆ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
99,อาจารย์สอนดีครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
100,ดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
101,"อาจารย์สอนสนุก ให้ความช่วยเหลือดีมาก ๆ",95.24,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
102,ดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
103,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
104,ดีคับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
105,ดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
106,ดี,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
107,ผ่านครับ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
108,ขอชื่อวิชาที่ตรงกับวิชาจริงๆ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
109,"ตอนเรียนวิชานี้ ผมไม่เคยเห็นอาจารย์ท่านนี้เลยครับ ผมเลยไม่รู้ว่าจะประเมินยังไง",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
110,ได้เรียนกับอาจารย์ผู้หญิงท่านเดียวค่ะ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
111,อุปกดีใช้งานเข้าใจง่ายแต่อาจจะไม่เพียงพอต่อนักศึกษามากนัก,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
112,ดีเยี่ยมครับ,80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
113,เรียนสนุกมาก,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
114,"เอ๊ะ! รูปไปไหนคับ",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
115,"อยากให้โปรเจคจบเพิ่มความยากหน่อยครับ จะได้ให้เหมือนซ้อมทำโปรเจคใหญ่ต้องซื้อของนั่นนี่นู้น รวมกลุ่มกันทำ 4 คนแบบจริงจัง อยากได้ภายแบบนี้มากครับ
เห็นเพื่อนมหาลัยอื่นเล่ามาดูน่าสนุกมากครับ",80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
116,สอนดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
117,ดีมากค่ะ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
118,ดีคับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
119,สอนเข้าใจรู้เรื่องดีมากค้ะ,90.91,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
120,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
121,สนุกดีครับได้ความรู้ด้วย,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
122,"อาจารย์สอนสนุกมากค่ะ สอดแทรกความรู้ทำให้เข้าใจได้เยอะมาก",88.89,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
123,สอนดีแล้วครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
124,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
125,"เรียนออนไลน์ สัปดาห์แรกๆที่มีคลิปที่ อาจาร์ยอัดไว้แล้ว ให้นักศึกษาไปนั่งดูเอง แล้ว อาจาร์ยนัดมาทำควิช ผมรู้สึกว่ามันดีกว่า",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
126,จารใจดีมากคับ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
127,"อาจารย์สอนดีมากค่ะ ถึงจะเจอกันแค่คาบเดียวก็ตาม",83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
128,ไม่เคยเจออาจารย์,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
129,"ขอ mini project ง่ายๆหน่อยครับอาจารย์",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
130,"อาจารย์บางทีปล่อยช้า เนื้อหาที่สอน บางตัวไม่ได้ใช้ และ เวลาการสอนหลายๆบทเรียนไม่ทัน แต่รวมๆดีครับ ได้สนุกกับการเขียนเว็บมากๆ",66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
131,"ควรให้ pdf มาให้ เพื่อให้ทำความเข้าใจในการเรียนมากยิ้งขึ้นไม่ควรปล่อยเลทเกิน 10 นาทีอยากให้มีเวลาพักเบรคบ้างอัดความรู้มาเยอะจนรับไม่ไหวควรให้เวลาในการทำ project มากกว่านี้",92.31,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
132,ควรสั่งงานแล้วให้กำหนดส่งก่อนสอบหรือก่อนช่วงสอบ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
133,"มีสื่อการเรียนการสอนที่ละเอียด เข้าใจง่ายมากขึ้น อาจารย์สามารถให้คำปรึกษาเกี่ยวกับคอมพิวเตอร์ได้เข้าใจ เป็นกันเองไม่กดดันเด็ก มีอุปกรณ์ที่สะดวกในการสอน",96.97,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
134,ดี,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
135,เนื้อหาเยอะดีค่ะแต่ตามไม่ทัน,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
136,ดี,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
137,"การเรียนการสอนดีมาก สอนได้เข้าใจและปฏิบัติตามได้ดี แต่ไม่ควรขึ้นเสียงใส่นักศึกษาในขณะที่นักศึกษาพูดจาดีๆด้วย การกระทำตุบโต๊ะและตะหวาดเสียงใส่นักศึกษาต่อหน้าทุกคนมันเป็นการกระทำที่ก่อให้เกิดความอับอาย เพราะไม่ใช่นักศึกษาทุกคนที่จะชอบด้านคอมพิวเตอร์หรือมีความรู้ด้านคอมพิวเตอร์ ควรจะใจเย็นและพูดจากับนักศึกษาให้ดีกว่านี้ การกระทำในวันนั้นมันทำให้นักศึกษาฝังใจและไม่อยากเรียนวิชาที่เกี่ยวกับคอมพิวเตอร์อีกเลย",99.59,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
138,รักอาจารย์นะคะจุ้บๆ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
139,"อาจารย์ใจดีมากค่ะ ถามเยอะแค่ไหนก็คอยตอบตลอด ใส่ใจนักผศึกษาดีค่ะ",92.31,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
140,สอนดี,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
141,อาจารย์ใจดี,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
142,อาจารย์ใส่ใจนักศึกษา,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
143,"อาจารย์มีการสอนไปด้วย และแทรกอารมณ์ขัยเข้าไปด้วยเพื่อไม่ให้นักศึกษาเครียดเกินไป
และการเรียนการสอนในแต่ละอาทิตย์จะมีใบระบุเป็นกิจลักษณะชัดเจน",75,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
144,"อาจารย์สอนดีมากครับ นักศึกษาเข้าใจง่าย",90.91,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
145,สอนดีครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
146,อ.น่ารัก,80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
147,ดีเเล้วครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
148,วิธีสอนเข้าใจง่าย,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
149,สอนดีแล้วครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
150,อาจารย์สอนดีครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
151,"บางทีอาจารย์สอนเร็วไปหน่อยค่ะ แต่โดยรวมแล้วอาจารย์สอนเข้าใจได้ง่าย ขอบคุณค่ะ :)",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
152,สุดยอดอาจารย์,80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
153,ให้งานเยอะมากๆมีงานทุกคาบแต่ดีตรงที่อาจารย์มีคลิปย้อนหลังให้ขอAรัวๆเลยนะคะงานทุกงานถึงจะเยอะแต่ตั้งใจทำฝุดๆ,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
154,"อาจารย์น่ารักมากๆค่ะ ใจดีพูดเพราะ อยากเรียนด้วยตลอดไปค่า",88.89,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
155,"อาจารย์สอนดีเเละให้ปฏิบัติจริงซึ่งบางเรื่องที่หนูไม่เคยรู้เกี่ยวกับword powerpoint excel อาจารย์ก็ทำให้รู้เเละเข้าใจนำไปใช้ได้จริง ปกติหนูจะกลัวการเรียนคอมมาตลอดเเต่ครั้งนี้อาจารย์ทำให้มันต่างออกไป หนูอยากเรียนเเต่สนใจมากขึ้น ขอบคุณมากๆค่ะอาจารย์",96.43,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
156,เยี่ยมๆๆๆ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
157,"อาจารย์ใจดีค่ะ น่ารักการบ้านยากบ้างง่ายบ้าง ส่งช้าอาจารย์ตามงานด้วย",57.14,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
158,"ตอนสอบเราต้องการสมาธิมากๆค่ะ แต่ตลอดการสอบอาจารจะพูดคุยหรือบางครั้งก็ขำคิกคักตลอดค่ะ จริงๆอาจารคุยได้นะคะแต่ปิดไมค์เถอะค่ะ เด็กไม่มีสมาธิ เวลาให้ทำข้อสอบก็น้อย อาจารยังพูดเสียงดังอีกค่ะ การเรียนการสอนดีมากแล้ว ติดแค่ตรงนี้ค่ะ",83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
159,"อ.สอนดีครับ มนุษย์สัมพันธ์กับนักศึกษาดี เข้าใจนักศึกษา",94.74,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
160,"อาจารย์สอนดีมากๆเลยค่ะ ให้ปฏิบัติจริงๆ รักอาจารย์นะคะจุ๊บๆ",90,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
