34,จารย์สอนดีแล้วค่ะ ทำให้เนื้อหาส่วนใหญ่เข้าใจง่ายขี้น ตอนอธิบายเพิ่มอาจารย์ลองเขียนใส่สักอย่างที่ทั้งห้องจะเห็นชัดไหมค่ะ,2566
35,ขอคะแนนจากลมฟ้าอากาศกลับคืนมา,2566
36,สอนดีนะครับ หมายถึงว่าผู้สอนเข้าใจเนื้อหาในการสอนทั้งหมด แต่สอนได้ไวมากครับ ช่วยลดความเร็วลงหน่อยก็ดีนะครับ,2566
37,อยากให้มีการแปลไทยของบทเรียน,2566
38,สอน lap เร็วเกินไปครับ,2565
39,อยากให้สอนช้าลงกว่านี้,2565
40,ไม่รู้เรื่อง,2565
41,"การประเมินอาจารย์รอบสองนี้บอกเลยคุณพี่ไม่มีแผ่วเลยฮะ โหดแบบเดิมเพิ่มเติมปฏิบัติสนุกไม่หลับ แต่ทุกคนพร้อมใจจูงมือตอนออกจากห้องสอบว่า
 ’ติด F ยกเซคแน่เลยพวกเรา‘",2566
42,"ปัญหาเพื่อนๆ ไม่ได้อยู่ที่เนื้อหาแลป ปัญหาอยู่ที่เพื่อนๆผม พิมพ์กันช้าครับ เลยไม่ทันเนื้อหาแลปกันเยอะ เลยปล่อยวิชานี้กัน ลองพิมพ์คำสั่งนึงแล้วหยุดสักนิดนึงอธิบายหน่อยว่าผลที่ควรจะออกมาเป็นอะไรแล้วค่อยกด Enter เพื่อโชว์ผลลัพธ์ก็ได้ครับ เปิดแชร์จอก็ดีครับบางคนมองไม่เห็นอันนี้ก็ปัญหาหลัก โดยรวมถือว่าดีมากครับ

 ขอโทดแทนเพื่อนผมด้วยนะครับ 555+ ปลายทาง = Destiny โชคชะตา อยู่คนละห้องกันแต่เพื่อนมาเล่าหลายๆ อย่างให้ฟังครับ",2566
43,สอนช้ากว่านี้หน่อยก็ดีค่ะ เล็งมองคำสั่งไม่ทันไม่เห็นค่ะ,2566
44,มองจอ projector ไม่ชัด เพ่งแล้วปวดตา พอพิมผิดพิมตามต่อไม่ทัน และไม่กล้าขัดจังหวะการสอน ขอให้อาจารย์เปิด gg meet แล้วแต่อาจารย์กล่าวผมจะสอนแค่นี้คับ(ไม่เปิด),2566
45,อาจารย์สอนดีมากครับ แต่วิชายากมาครับ,2566
46,ควรมีสอบกลางภาค,2566
47, อาจารย์ใจดี ค่ะ สอนเข้าใจ น่าจะให้สอนทุกวิชาสาขาเลย ค่ะ,2560
48,ช่วยทำโครงงานจนเสร็จได้ครับ,2561
49,ดีมากครับ,2563
50,อาจารย์สอนดีครับ แต่ผมไม่เข้าใจเอง,2561
51,ขอบคุณครับ,2561
52,อาจารย์สอนดีมกครับ เข้าใจได้ง่าย สามารถนำไปใช้ในชีวิตจริงได้,2561
53,อาจารย์สอนดีมากเลยค่ะ ใจดีกับนักศึกษาทุกคนให้คำปรึกษาได้ดี ,2561
54,ชอบการสอนของอาจารย์มากๆเลยค่ะ ,2561
55,อาจารย์ใจดีมากๆครับ,2561
56,ดี,2560
57,อาจารย์น่ารัก และ สอนเป็นกันเองมากครับ,2561
58,อาจารย์สอนดีมากครับ เข้าใจง่าย มีคะแนนเก็บค่อยช่วยเหลือ ชอบเรียนกับอาจารย์มากครับ,2562
59,อาจารย์ผู้สอนเอาใจใส่กับผู้เรียนได้ดีมาก,2562
60,สอนดีแล้วครับ,2562
61,อาจารย์เอาใจใส่นักศึกษามากๆ ให้โอกาสถามและตอบได้ดี สุดยอดมากครับบบ,2563
62,อาจารย์สอนดีเข้าใจง่ายค่ะ,2563
63,ดี ,2562
64,ทุกอย่าง Perfect,2562
65,อาจารย์ให้ความช่วยเหลือดีมาก ๆ ,2565
66,อาจารย์สอนดีมากเลยครับ ^^ ,2563
67,อยากให้ตอนปฎิบัติลดความเร็วลงหน่อยครับพิมพ์ตามไม่ค่อยจะทัน,2564
68,สอนดีอธิบายเกี่ยวกับวิชาที่เรียนให้เข้าใจง่ายมากขึ้น,2566
69,ปานกลาง,2562
70,ดีมาก,2565
71,"ผมคิดไปเองรึป่าวแต่เสียงอาจารย์ดูง่วงแปลกๆ 555+ เอ่อ...ผมว่าระบบสุ่มถามตอบมีประสิทธิภาพมากกว่าครับ ไม่ชอบแบบนั่งฟังเฉยๆ เลย แต่ไม่เอาแบบถามตอบให้คะแนนแบบอาจารย์ชนาเนตรนะครับ บางคำถามมันยากง่ายไม่เหมือนกันไม่แฟร์เลย มันทำให้น้อยใจไม่อยากตอบบางที ถามตอบเล่นๆ เช็คว่าหลับป่าวไรงี้ก็ได้ครับ
เนื้อหาโอเคร แต่ผมมาสายบ่อย ไม่เข้าใจเลย 555+ ไม่ได้อ่านสอบวิชานี้เลย มัวแต่เครียดกับวิชาอื่น ขอโทษด้วยครับ",2566
72,ใจดีมากค่ะ,2564
73,รบกวนครูยกตัวอย่างการเขียนโค้ดให้เข้าใจกว่านี้นิดนึงครับ,2564
74,ไม่ค่อยเข้าใจเรื่องที่เรียนเท่าไหร่เลยค่ะ,2564
75,ดีครับ ,2564
76,อาจารย์ใจดีและเสนอแนะให้ดีมากๆครับ ขอบคุณครับอาจารย์,2564
77,ชอบครับ สอนดีมาก อยากให้ปรับปรุงเรื่องการสอนนิดนึง เพราะเข้าใจค่อนข้างยาก สำหรับคนที่ไม่เคยมีประสบการณ์,2565
78,สอนไม่ค่อยรู้เรื่อง สอนไว ,2565
79,โดยรวมอาจารย์ผู้สอนมีการเรียนการสอนอยู่ในระดับเกณฑ์ที่ดีค่อนข้างพึงพอใจในการเรียนการสอนครับ,2565
80,อาจารย์ผู้เป็นดุจดั่งแม่ที่คอยดูแลบูกทุกคน เราขอขอบคุณและรู้สึกประทับใจกับทุกๆการสอนของท่านคับ,2565
81,สอนเร็วค่ะ,2566
82,สอนเร็วไปนิดครับ,2566
83,คอมห้องที่ใช้เรียนช้า,2566
84,"อาจารย์สอนดีนะคะ แต่ถ้ามีตัวอย่างให้ดูเยอะๆ และแบบฝึกที่มีโจทย์หลากหลายให้นักศึกษาลองทำจะดีมากๆค่ะ ถ้าได้คอมที่เร็วแรงกว่านี้จะดีมากๆๆเลยค่ะ

",2566
85,ดีคับ,2566
86,ขอบคุณครับ,2566
87,อาจารย์ใจดีมากๆเลยค่ะ ไม่เข้าใจตรงไหนถามได้หมด ตอบไลน์ไวมากๆ ปรึกษาได้ตลอด,2566
88,ดีครับ,2565
89,สอนใช้พวก Mongo DB ด้วยก็ดีครับ,2566
90,ดีมากครับ,2566
91,ปานกลาง,2562
92,อาจารย์ใจดี ตั้งใจสอนมากค่ะ,2566
93,อาจารย์ สอนดีครับ,2561
94,อาจารย์สอนเข้าใจง่าย,2562
95,อ.ไม่ได้สอนครับ,2563
96,ไม่เคยได้เรียนกับอาาจารย์คนนี้ครับ,2563
97,ดี,2563
98,เฉยๆ,2563
99,อาจารย์สอนดีครับ,2562
100,ดีมากครับ,2563
