id,comment,score,polarity,created_at,updated_at
60,"ตรรกะการสอนของอาจารย์ และ วิธีการสอนของอาจารย์ค่อนข้างดีเลย แต่หนูขอฝากบางอย่างไว้นิดนึงในบางทีการที่เด็กเรียนกับอ.คนนั้นคนนี้มาแล้วก็ไม่ได้ความว่าเด็กจะเข้าใจที่อ.คนนั้นนี่สอน เหมือนกับวิชาเอง บางทีหนูอยากให้อาจารย์ลองมองภาพรวมของเด็กบ้างว่า1ใน10มีคนทำวิชาอาจารย์ได้ดีมากแค่ไหนแล้วอยากให้อาจารย์ลองมองย้อนกลับมาดูการสอนของตัวเองสักนิดว่าถ้าเด็ก30กว่าคนมีเข้าใจอยู่10กว่า แบ้ว20กว่าคนที่ไม่เข้าใจอาจารย์จะปบ่อยไปเลยหรือ ที่เหงืออีก20คนมันต้องทีสัก10คนที่พยายามตั้งใจ แต่ก็ไม่เข้าใจอยู่ดี หนูอยากให้อาจารย์ลองปรับเปลี่ยนหรือหาวิธีการสอนเพื่อให้เด็กจำแค่สอบผ่าน แต่ว่าให้เด็ก จำสอบผ่านแบะเข้าใจจริงๆ หนูไม่รู้การประเมินตรงนี้อาจารย์จะได้อ่านมั้ยหรือมีผลต่อคะแนนหรือเปล่า แต่คือความคิดเห็นส่วนตัวหนูค่ะ",999,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
61,"ผมชอบที่น.ศ.สามารถเลือกการเก็บคะเเนนได้ เเต่อยากให้เพิ่มตัวเลือกสำหรับคะแนนถามตอบที่นอกเหนือจากการสอบ เพราะการถามตอบอาจทำให้น.ศ.บางส่วนรู้สึกเครียดเเละกดดันซึ่งส่งผลต่อการเรียนรู้ โดยส่วนตัวผมมองว่าอาจารย์สอนได้ดีเเละมีการออกเเบบ รูปเเบบการเก็บคะเเนนที่ดีครับ

ขอบคุณครับ",90,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
62,"ขอบคุณที่สอนวิชาโหดขนาดนี้ ผ่านร้อนผ่านหนาวมาได้ด้วยประสบการณ์ทะเลาะกันในกลุ่มจนเกือบแตกหัก555 แต่รวมสนุกมากคับเป็นวิชาที่ทำให้ตัวเองรู้สึกมีประโยชน์กับเพื่อนๆและเก่งนะเนี่ยเรา",0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
63,"ขอบคุณที่สอนวิชาโหดขนาดนี้ ผ่านร้อนผ่านหนาวมาได้ด้วยประสบการณ์ทะเลาะกันในกลุ่มจนเกือบแตกหัก555 แต่รวมสนุกมากคับเป็นวิชาที่ทำให้ตัวเองรู้สึกมีประโยชน์กับเพื่อนๆและเก่งนะเนี่ยเรา",0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
64,"สอนเร็วมาก ตามไม่ทัน",999,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
65,"คอมค้างบ่อย ช่วยปรับปรุงและพัฒนาให้คอมพิวเตอร์ดีขึ้นหน่อยครับ",60,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
66,"อยากให้เข้าถึงกับศึกษาทุกคน สามารถปรึกษาได้ตลอดเวลา",0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
67,อาจารย์เป็นคนที่มีสกิลในการเขียนเทพมากคร้า,66.67,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
68,"อาจาร์ยสอนดีมาก แต่สอนเร็วไปหน่อย แต่ไปถามนอกรอบอาจาร์ยก็อธิบายได้เข้าใจ",999,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
69,อาจารย์สอนเร็วไปจนตามไม่ค่อยทันครับ,999,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
70,ช่วยอธิบายเนื้อหาอย่างละเอียดให้เเก่นักศึกษารู้ถึงที่มาเกี่ยวกับเนื้อหานั้นๆ,0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
71,อาจารย์สอนไวมากเลยคะ,999,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
72,อ่านลายมืออาจารย์ไม่ค่อยออกครับ,0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
73,อาจารย์สอนเร็วเกินไป,999,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
74,งานเยอะ,0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
75,"อย่าพยายามพูดนอกเหนือการสอนเยอะนะครับ นศ.บางคนเค้าไม่ได้อยากรับรู้นะครับจารย์ กราบเรียนมาเพื่อแนะนำ ไม่ได้ว่าหรือถือโกรธ ถือว่าผมแนะนำ",0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
76,"สอนเข้าใจดี แต่สอนเร็วไป นักศึกษาบางคนตามไม่ทัน งานเยอะมาก ควรให้พักบ้างระหว่างเรียน",999,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
77,"อยากให้อาจารย์เตียมความพร้อมในการเตรียมการเรียนการสอน พวกเเอปพลิดคชั่นต่างๆ รวมๆสอนดีเป็นกันเองกับเด็ก",85.71,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
78,อยากให้อาจารย์ปรับการให้การบ้านนักศึกษาเพราะบาวคนอาจไม่มีคอมไม่มีโปรแกรมบางคนทำงานหาค่าเทอมเองอยสกให้เข้าใจและสั่งงานน้อยบงหน่อยค่ะ,66.67,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
79,"ด้วยรูปแบบการเรียนการสอนออนไลน์ บางส่วนนักศึกษาไม่มีความพร้อมหรือความสามารถในการทำงานเช่นเรื่องทุนศัพท์ในการซื้อโปรแกรมหรืออุปกรณ์การเรียน อยากให้อาจารย์ปรับเนื้อหาการสอนให้เหมาะสมกับตัวนักศึกษาด้วยค่ะ",66.67,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
80,"ตรงๆเลยนะคะ จริงๆแล้วอาจารย์ควรจะปรับปรุงการสอนให้สอดคล้องกับสถานการณ์แล้วไม่ใช่เด็กทุกคนเรียนคอมแล้วต้องมีแอปนู้นแอปนี้นะคะ หนูเสียเงิน1000กว่าบอกเพื่อซื้อแอปมาทำงานและหนูใช้ครั้งเดียวแล้วไม่เกี่ยวกับสายงานหนูด้วยค่ะ อยากให้อาจารย์เอาตรงนี้ไปปรับปรุงตรวจสอบนักศึกษาให้เข้าใจ การเรียนแบบนี้ควรเรียนที่มหาลัยค่ะ การหาแอปการเรียนการสอนไม่ใช้เรื่องของนักศึกษาที่ต้องรับผิดชอบแต่เป็นเป็นมหาลัยที่ต้องจัดการและตัวอาจารย์เอง ขอบคุณค่ะ",80,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
81,"อาจารย์สอนอะไรเยอะแยะเลย ปรับใช้ได้จริง",66.67,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
82,"สอนดีมากครับ แต่อยากให้ปรับเนื้อหาให้เข้าใจครับแต่โดยดีมากๆครับ",90.91,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
83,อาจารย์พูดเร็วไปหน่อย,999,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
84,"อาจารย์ต้องขอ License Adobe มาให้ได้นะจารย์เนื้อหาที่ผมคาดหวังจริงๆ คือ Photoshop Premier Pro นะเอาจริงๆ 5555+ ตั้งแต่งาน 3D ไปเริ่มไม่ค่อยสนุกละครับ Photopea อยากให้เพิ่มเนื้อหาสอนทำ Timeline ทำอนิเมชั่นใน Photopea แล้วก็อยากให้เน้นไปที่ตัดรูปเอาสักสองคาบนั่งฝึกใช้ Tools ตัดรูปแล้วจบท้ายด้วยทำโปสเตอร์หนังก็ได้ครับ น่าสนุกดีครับ ผมเคยเรียนที่โรงเรียนสนุกมากเลยเพิ่มเนื้อหาการลบริ้วรอยบนหน้าด้วย clone stamp อันนี้ทีเด็ดท้าทายมาก สนุกมากด้วย",94.74,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
85,"อาจารย์สอนดี ใจดีมากค่ะ สามารถถามได้ตลอด แต่แอบบไปเร็วมาก",999,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
86,"ไม่เคยเรียนกับคนนี้ครับ พอใช้ทั้งหมดละกัน ถือว่าไม่รู้อะไรเลย ไม่มาสอนไม่เคยเรีบนด้วย",66.67,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
87,อ.ควรปิดไมค์ในขณะที่ให้ผู้เรียนทำแบบทดสอบต่างๆ,0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
88,"อาจารย์ควรปิดไมค์ตอนทำแบบทดสอบ เพราะจะรบกวนสมาธิผู้เรียน",0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
89,"อาจารย์สอนเข้าใจง่ายดีค่ะ แต่บางทีก็ดูลายมืออาจารย์ไม่ออก5555",75,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
90,"อาจารย์สอนเร็วมากค่ะ ไม่ค่อยเข้าใจต้องไปศึกษาหาความรู้ต่อด้วยตัวเอง",999,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
91,"แนะนำให้ทำการสื่อสารให้นิสิตเข้าใจในเนื้อหามากกว่านี้ เช่น การพูดที่ไม่ยาวมากแต่กระชับชัดเจน",88.89,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
92,เตรียมสื่อการสอนไว้ด้วย,999,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
93,"มีบางจุดที่อาจารย์สอนไปเร็วมากๆ ตามเนื้อหาไม่ค่อยทัน",999,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
94,สอนเร็ว,999,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
95,สอนดีค่ะ,75,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
96,อาจารย์แร็ปสอนค่ะไม่รู้ว่ารีบไปไหนแต่ว่าไม่ทันอาจารย์ก็จะทวนแต่ก็ไม่ทันอยู่ดีมาเรียนเหมือนมานั่งดูเดอะแร็ปเปอร์แต่อาจารย์ให้โอกาสที่ดีค่ะส่งงานช้าก็ให้คะแนนเหมือนเดิม,85.71,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
97,ดีย์,0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
98,"สั่งการบ้าน โดยบอกว่าจะนำโจทย์ขึ้น classroom แต่ไม่ได้เอาลงไว้ให้ และยังให้ส่ง",999,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
99,แอร์ที่ห้องหนาวจริงๆค่ะ,0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
100,"ควรเข้าสอนให้ตรงเวลา เวลาสอนไม่ควรยืดเยื้อเกินไป",66.67,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
101,"เกรดไม่ยุติธรรม ไปทุกวันจันทร์ ตรงเวลา ไม่เคยขาดเรียน น่าจะมีคะแนนจิตพิสัย ได้สักเกรด B+ เกรด B เป็นอย่างน้อย แต่ได้ C+ ฉุดเกรดทั้งหมดมากๆ วิชานี้พยายามตั้งใจที่สุดแล้ว อาจจะมีคุยบ้างถามเพื่อนข้างๆบ้าง แต่ ครูน่าจะให้เกรด ความพยายามมาเรียนและส่งงานใน ชั่วโมง ทุกครั้ง มากกว่าคะแนนสอบ (คะแนนสอบไม่ตกด้วย)",66.67,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
102,"เวลาที่นักศึกษาถามปัญหาเรื่อง code มัน bug ช่วยกรุณาตอบให้ชัดเจนทีครับบางทีถามไปเป็นสิบบรรทัดแต่อาจารย์กลับส่งสติกเกอร์มาตัวเดียวคืออะไรหรอครับ แล้วเวลานักศึกษาถามมากๆมันก็เป็นการที่ดีไม่ใช่หรอครับไมใช่ถอนหายใจใส่นักศึกษาครับ",0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
103,อาจารย์ควรพักนะครับ,0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
104,ขอให้อ.ดูแลสุขภาพด้วยนะคะ,66.67,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
105,"เนื้อหาที่สอนสามารถนำมาประยุกต์ใช้ได้จริง วิชามันยาก แต่อาจารย์พยายามหาเทคนิคการจำให้เราง่ายๆ ขอบคุณค้าาาาาาาาา",0,neutral,"2024-07-31 15:40:42","2024-07-31 15:40:42"
106,"อยากให้มีเรียนออนไลน์ในวันที่สภาพอากาศไม่ดี งับ <3",80,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
107,"ถ้าอาจารย์ให้เช็คคะแนนเองว่าอาจารย์กรอกครบไหม อาจารย์น่าจะแจ้งวันตัดเกรดด้วยนะคะหนูจะได้ลางานมารีบเช็ครีบแจ้งก่อนวันตัดเกรด ขอบคุณค่ะ^^",90,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
108,"อยากให้เอกสารประกอบการสอนเป็นภาษาไทยให้อ่านเข้าใจง่าย และอยากให้สั่งงานกลุ่มให้ตรงกับเรื่องที่สอน",66.67,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
109,บางครั้งสอนไวไปค่ะตามไม่ค่อยทัน,999,negative,"2024-07-31 15:40:42","2024-07-31 15:40:42"
110,อยากได้พัดลม,66.67,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
111,อาจารย์ให้คำแนะนำดีค่ะ,66.67,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
112,"ทีหลังช่วยสอนmath random ก่อนสอบด้วยครับแล้วก็เรื่องData base เรื่องการดึงข้อมูลในdataมาใช้ จารย์ไม่สอนผมก็ทำโปรเจคที่จารย์สั่งไม่ได้คะแนนผมก็หายสิครับแบบนี้ จารย์สั่งให้ทำเกินที่สอนไปหน่อยครับ แต่เรื่องที่สอนในห้องสอนเข้าใจ ถ้าจารย์สอนผมมั่นใจว่าพวกผมทำได้ เทอมนี้ขอบคุณมากครับ",88.89,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
113,อาจารย์สอนดีมากครับ,83.33,positive,"2024-07-31 15:40:42","2024-07-31 15:40:42"
